state,age_group,gender,race,cause_of_death,deaths,population
Kentucky,65-74 years,Female,White,"Alzheimer disease, unspecified",65.0,203234.0
Kentucky,65-74 years,Female,White,Multiple sclerosis,14.0,203234.0
Kentucky,65-74 years,Female,White,"Anoxic brain damage, not elsewhere classified",24.0,203234.0
Kentucky,65-74 years,Female,White,Essential (primary) hypertension,22.0,203234.0
Kentucky,65-74 years,Female,White,Hypertensive heart disease without (congestive) heart failure,34.0,203234.0
Kentucky,65-74 years,Female,White,Hypertensive renal disease with renal failure,11.0,203234.0
Kentucky,65-74 years,Female,White,Acute subendocardial myocardial infarction,14.0,203234.0
Kentucky,65-74 years,Female,White,"Acute myocardial infarction, unspecified",229.0,203234.0
Kentucky,65-74 years,Female,White,"Atherosclerotic cardiovascular disease, so described",38.0,203234.0
Kentucky,65-74 years,Female,White,Atherosclerotic heart disease,105.0,203234.0
Kentucky,65-74 years,Female,White,"Chronic ischaemic heart disease, unspecified",11.0,203234.0
Kentucky,65-74 years,Female,White,Pulmonary embolism without mention of acute cor pulmonale,18.0,203234.0
Kentucky,65-74 years,Female,White,Other secondary pulmonary hypertension,11.0,203234.0
Kentucky,65-74 years,Female,White,Aortic (valve) stenosis,12.0,203234.0
Kentucky,65-74 years,Female,White,"Cardiomyopathy, unspecified",13.0,203234.0
Kentucky,65-74 years,Female,White,"Cardiac arrest, unspecified",27.0,203234.0
Kentucky,65-74 years,Female,White,Atrial fibrillation and flutter,27.0,203234.0
Kentucky,65-74 years,Female,White,"Cardiac arrhythmia, unspecified",13.0,203234.0
Kentucky,65-74 years,Female,White,Congestive heart failure,79.0,203234.0
Kentucky,65-74 years,Female,White,"Heart failure, unspecified",12.0,203234.0
Kentucky,65-74 years,Female,White,"Cardiovascular disease, unspecified",12.0,203234.0
Kentucky,65-74 years,Female,White,"Subarachnoid haemorrhage, unspecified",11.0,203234.0
Kentucky,65-74 years,Female,White,"Intracerebral haemorrhage, unspecified",21.0,203234.0
Kentucky,65-74 years,Female,White,"Intracranial haemorrhage (nontraumatic), unspecified",20.0,203234.0
Kentucky,65-74 years,Female,White,"Cerebral infarction, unspecified",10.0,203234.0
Kentucky,65-74 years,Female,White,"Stroke, not specified as haemorrhage or infarction",77.0,203234.0
Kentucky,65-74 years,Female,White,"Pneumonia, unspecified",63.0,203234.0
Kentucky,65-74 years,Female,White,"Emphysema, unspecified",15.0,203234.0
Kentucky,65-74 years,Female,White,Chronic obstructive pulmonary disease with acute lower respiratory infection,64.0,203234.0
Kentucky,65-74 years,Female,White,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",27.0,203234.0
Kentucky,65-74 years,Female,White,"Chronic obstructive pulmonary disease, unspecified",358.0,203234.0
Kentucky,65-74 years,Female,White,Pneumonitis due to food and vomit,22.0,203234.0
Kentucky,65-74 years,Female,White,Other interstitial pulmonary diseases with fibrosis,25.0,203234.0
Kentucky,65-74 years,Female,White,Chronic respiratory failure,13.0,203234.0
Kentucky,65-74 years,Female,White,"Vascular disorder of intestine, unspecified",20.0,203234.0
Kentucky,65-74 years,Female,White,Other and unspecified intestinal obstruction,12.0,203234.0
Kentucky,65-74 years,Female,White,Other and unspecified cirrhosis of liver,40.0,203234.0
Kentucky,65-74 years,Female,White,"Fatty (change of) liver, not elsewhere classified",16.0,203234.0
Kentucky,65-74 years,Female,White,"Gastrointestinal haemorrhage, unspecified",11.0,203234.0
Kentucky,65-74 years,Female,White,"Acute renal failure, unspecified",25.0,203234.0
Kentucky,65-74 years,Female,White,"Chronic kidney disease, stage 5",36.0,203234.0
Kentucky,65-74 years,Female,White,Unspecified renal failure,15.0,203234.0
Kentucky,65-74 years,Female,White,Other specified disorders of kidney and ureter,10.0,203234.0
Kentucky,65-74 years,Female,White,"Urinary tract infection, site not specified",33.0,203234.0
Kentucky,65-74 years,Female,White,Respiratory arrest,15.0,203234.0
Kentucky,65-74 years,Female,White,Other specified general symptoms and signs,13.0,203234.0
Kentucky,65-74 years,Female,White,"Person injured in unspecified motor-vehicle accident, traffic",12.0,203234.0
Kentucky,65-74 years,Female,White,Unspecified fall,11.0,203234.0
Kentucky,65-74 years,Male,Black or African American,"Septicaemia, unspecified",10.0,10318.0
Kentucky,65-74 years,Male,Black or African American,"Bronchus or lung, unspecified - Malignant neoplasms",33.0,10318.0
Kentucky,65-74 years,Male,Black or African American,Hypertensive heart disease without (congestive) heart failure,10.0,10318.0
Kentucky,65-74 years,Male,Black or African American,"Acute myocardial infarction, unspecified",27.0,10318.0
Kentucky,65-74 years,Male,Black or African American,"Chronic obstructive pulmonary disease, unspecified",12.0,10318.0
Kentucky,65-74 years,Male,Black or African American,"Chronic kidney disease, stage 5",10.0,10318.0
Kentucky,65-74 years,Male,White,Enterocolitis due to Clostridium difficile,16.0,180995.0
Kentucky,65-74 years,Male,White,"Septicaemia, unspecified",76.0,180995.0
Kentucky,65-74 years,Male,White,"Tonsil, unspecified - Malignant neoplasms",12.0,180995.0
Kentucky,65-74 years,Male,White,"Oesophagus, unspecified - Malignant neoplasms",76.0,180995.0
Kentucky,65-74 years,Male,White,"Stomach, unspecified - Malignant neoplasms",15.0,180995.0
Kentucky,65-74 years,Male,White,"Colon, unspecified - Malignant neoplasms",88.0,180995.0
Kentucky,65-74 years,Male,White,Malignant neoplasm of rectum,14.0,180995.0
Kentucky,65-74 years,Male,White,Liver cell carcinoma - Malignant neoplasms,30.0,180995.0
Kentucky,65-74 years,Male,White,Intrahepatic bile duct carcinoma - Malignant neoplasms,14.0,180995.0
Kentucky,65-74 years,Male,White,"Liver, unspecified - Malignant neoplasms",20.0,180995.0
Kentucky,65-74 years,Male,White,"Pancreas, unspecified - Malignant neoplasms",90.0,180995.0
Kentucky,65-74 years,Male,White,"Larynx, unspecified - Malignant neoplasms",17.0,180995.0
Kentucky,65-74 years,Male,White,"Upper lobe, bronchus or lung - Malignant neoplasms",10.0,180995.0
Kentucky,65-74 years,Male,White,"Bronchus or lung, unspecified - Malignant neoplasms",626.0,180995.0
Kentucky,65-74 years,Male,White,"Malignant melanoma of skin, unspecified - Malignant neoplasms",28.0,180995.0
Kentucky,65-74 years,Male,White,Malignant neoplasm of prostate,96.0,180995.0
Kentucky,65-74 years,Male,White,"Malignant neoplasm of kidney, except renal pelvis",44.0,180995.0
Kentucky,65-74 years,Male,White,"Bladder, unspecified - Malignant neoplasms",41.0,180995.0
Kentucky,65-74 years,Male,White,"Brain, unspecified - Malignant neoplasms",34.0,180995.0
Kentucky,65-74 years,Male,White,Malignant neoplasm without specification of site,79.0,180995.0
Kentucky,65-74 years,Male,White,Non-Hodgkin lymphoma large cell (diffuse),11.0,180995.0
Kentucky,65-74 years,Male,White,"Non-Hodgkin lymphoma, unspecified type",29.0,180995.0
Kentucky,65-74 years,Male,White,Multiple myeloma - Malignant neoplasms,18.0,180995.0
Kentucky,65-74 years,Male,White,Chronic lymphocytic leukaemia - Malignant neoplasms,16.0,180995.0
Kentucky,65-74 years,Male,White,Acute myeloid leukaemia - Malignant neoplasms,29.0,180995.0
Kentucky,65-74 years,Male,White,Malignant neoplasms of independent (primary) multiple sites,19.0,180995.0
Kentucky,65-74 years,Male,White,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",16.0,180995.0
Kentucky,65-74 years,Male,White,"Non-insulin-dependent diabetes mellitus, with renal complications",20.0,180995.0
Kentucky,65-74 years,Male,White,"Non-insulin-dependent diabetes mellitus, without complications",25.0,180995.0
Kentucky,65-74 years,Male,White,"Unspecified diabetes mellitus, with renal complications",39.0,180995.0
Kentucky,65-74 years,Male,White,"Unspecified diabetes mellitus, without complications",69.0,180995.0
Kentucky,65-74 years,Male,White,Unspecified dementia,52.0,180995.0
Kentucky,65-74 years,Male,White,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",11.0,180995.0
Kentucky,65-74 years,Male,White,Motor neuron disease,22.0,180995.0
Kentucky,65-74 years,Male,White,Parkinson disease,43.0,180995.0
Kentucky,65-74 years,Male,White,"Alzheimer disease, unspecified",46.0,180995.0
Kentucky,65-74 years,Male,White,Other specified degenerative diseases of nervous system,10.0,180995.0
Kentucky,65-74 years,Male,White,"Anoxic brain damage, not elsewhere classified",17.0,180995.0
Kentucky,65-74 years,Male,White,Essential (primary) hypertension,21.0,180995.0
Kentucky,65-74 years,Male,White,Hypertensive heart disease with (congestive) heart failure,10.0,180995.0
Kentucky,65-74 years,Male,White,Hypertensive heart disease without (congestive) heart failure,69.0,180995.0
Kentucky,65-74 years,Male,White,Hypertensive renal disease with renal failure,10.0,180995.0
Kentucky,65-74 years,Male,White,Acute subendocardial myocardial infarction,24.0,180995.0
Kentucky,65-74 years,Male,White,"Acute myocardial infarction, unspecified",422.0,180995.0
Kentucky,65-74 years,Male,White,"Acute ischaemic heart disease, unspecified",14.0,180995.0
Kentucky,65-74 years,Male,White,"Atherosclerotic cardiovascular disease, so described",83.0,180995.0
Kentucky,65-74 years,Male,White,Atherosclerotic heart disease,247.0,180995.0
Kentucky,65-74 years,Male,White,Ischaemic cardiomyopathy,24.0,180995.0
Kentucky,65-74 years,Male,White,"Chronic ischaemic heart disease, unspecified",23.0,180995.0
Kentucky,65-74 years,Male,White,Pulmonary embolism without mention of acute cor pulmonale,20.0,180995.0
Kentucky,65-74 years,Male,White,"Cardiomyopathy, unspecified",35.0,180995.0
Kentucky,65-74 years,Male,White,"Cardiac arrest, unspecified",50.0,180995.0
Kentucky,65-74 years,Male,White,Atrial fibrillation and flutter,32.0,180995.0
Kentucky,65-74 years,Male,White,"Cardiac arrhythmia, unspecified",28.0,180995.0
Kentucky,65-74 years,Male,White,Congestive heart failure,110.0,180995.0
Kentucky,65-74 years,Male,White,"Heart failure, unspecified",24.0,180995.0
Kentucky,65-74 years,Male,White,"Cardiovascular disease, unspecified",26.0,180995.0
Kentucky,65-74 years,Male,White,"Intracerebral haemorrhage, unspecified",14.0,180995.0
Kentucky,65-74 years,Male,White,"Intracranial haemorrhage (nontraumatic), unspecified",12.0,180995.0
Kentucky,65-74 years,Male,White,"Cerebral infarction, unspecified",12.0,180995.0
Kentucky,65-74 years,Male,White,"Stroke, not specified as haemorrhage or infarction",78.0,180995.0
Kentucky,65-74 years,Male,White,"Sequelae of stroke, not specified as haemorrhage or infarction",18.0,180995.0
Kentucky,65-74 years,Male,White,"Abdominal aortic aneurysm, ruptured",11.0,180995.0
Kentucky,65-74 years,Male,White,"Peripheral vascular disease, unspecified",15.0,180995.0
Kentucky,65-74 years,Male,White,"Pneumonia, unspecified",75.0,180995.0
Kentucky,65-74 years,Male,White,"Emphysema, unspecified",19.0,180995.0
Kentucky,65-74 years,Male,White,Chronic obstructive pulmonary disease with acute lower respiratory infection,66.0,180995.0
Kentucky,65-74 years,Male,White,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",22.0,180995.0
Kentucky,65-74 years,Male,White,"Chronic obstructive pulmonary disease, unspecified",389.0,180995.0
Kentucky,65-74 years,Male,White,Coalworker pneumoconiosis,13.0,180995.0
Kentucky,65-74 years,Male,White,Pneumonitis due to food and vomit,28.0,180995.0
Kentucky,65-74 years,Male,White,Other interstitial pulmonary diseases with fibrosis,44.0,180995.0
Kentucky,65-74 years,Male,White,Chronic respiratory failure,14.0,180995.0
Kentucky,65-74 years,Male,White,"Respiratory failure, unspecified",12.0,180995.0
Kentucky,65-74 years,Male,White,"Vascular disorder of intestine, unspecified",12.0,180995.0
Kentucky,65-74 years,Male,White,Alcoholic cirrhosis of liver,26.0,180995.0
Kentucky,65-74 years,Male,White,Other and unspecified cirrhosis of liver,68.0,180995.0
Kentucky,65-74 years,Male,White,"Fatty (change of) liver, not elsewhere classified",14.0,180995.0
Kentucky,65-74 years,Male,White,"Acute pancreatitis, unspecified",10.0,180995.0
Kentucky,65-74 years,Male,White,"Gastrointestinal haemorrhage, unspecified",22.0,180995.0
Kentucky,65-74 years,Male,White,"Acute renal failure, unspecified",23.0,180995.0
Kentucky,65-74 years,Male,White,"Chronic kidney disease, stage 5",41.0,180995.0
Kentucky,65-74 years,Male,White,"Chronic renal failure, unspecified",17.0,180995.0
Kentucky,65-74 years,Male,White,Unspecified renal failure,20.0,180995.0
Kentucky,65-74 years,Male,White,Other specified disorders of kidney and ureter,18.0,180995.0
Kentucky,65-74 years,Male,White,Person injured in collision between other specified motor vehicles (traffic),12.0,180995.0
Kentucky,65-74 years,Male,White,"Person injured in unspecified motor-vehicle accident, traffic",21.0,180995.0
Kentucky,65-74 years,Male,White,Other fall on same level,13.0,180995.0
Kentucky,65-74 years,Male,White,Unspecified fall,11.0,180995.0
Kentucky,65-74 years,Male,White,Intentional self-harm by other and unspecified firearm discharge,36.0,180995.0
Kentucky,75-84 years,Female,Black or African American,"Bronchus or lung, unspecified - Malignant neoplasms",20.0,6196.0
Kentucky,75-84 years,Female,Black or African American,Unspecified dementia,16.0,6196.0
Kentucky,75-84 years,Female,Black or African American,"Alzheimer disease, unspecified",12.0,6196.0
Kentucky,75-84 years,Female,Black or African American,"Acute myocardial infarction, unspecified",12.0,6196.0
Kentucky,75-84 years,Female,Black or African American,"Chronic obstructive pulmonary disease, unspecified",19.0,6196.0
Kentucky,75-84 years,Female,White,Enterocolitis due to Clostridium difficile,34.0,107821.0
Kentucky,75-84 years,Female,White,"Septicaemia, unspecified",105.0,107821.0
Kentucky,75-84 years,Female,White,"Oesophagus, unspecified - Malignant neoplasms",12.0,107821.0
Kentucky,75-84 years,Female,White,"Stomach, unspecified - Malignant neoplasms",11.0,107821.0
Kentucky,75-84 years,Female,White,"Colon, unspecified - Malignant neoplasms",80.0,107821.0
Kentucky,75-84 years,Female,White,Intrahepatic bile duct carcinoma - Malignant neoplasms,13.0,107821.0
Kentucky,75-84 years,Female,White,"Liver, unspecified - Malignant neoplasms",15.0,107821.0
Kentucky,75-84 years,Female,White,"Pancreas, unspecified - Malignant neoplasms",77.0,107821.0
Kentucky,75-84 years,Female,White,"Bronchus or lung, unspecified - Malignant neoplasms",346.0,107821.0
Kentucky,75-84 years,Female,White,"Breast, unspecified - Malignant neoplasms",120.0,107821.0
Kentucky,75-84 years,Female,White,Endometrium - Malignant neoplasms,10.0,107821.0
Kentucky,75-84 years,Female,White,"Malignant neoplasm of uterus, part unspecified",11.0,107821.0
Kentucky,75-84 years,Female,White,Malignant neoplasm of ovary,52.0,107821.0
Kentucky,75-84 years,Female,White,"Malignant neoplasm of kidney, except renal pelvis",20.0,107821.0
Kentucky,75-84 years,Female,White,"Bladder, unspecified - Malignant neoplasms",25.0,107821.0
Kentucky,75-84 years,Female,White,"Brain, unspecified - Malignant neoplasms",21.0,107821.0
Kentucky,75-84 years,Female,White,Malignant neoplasm without specification of site,48.0,107821.0
Kentucky,75-84 years,Female,White,"Non-Hodgkin lymphoma, unspecified type",21.0,107821.0
Kentucky,75-84 years,Female,White,Multiple myeloma - Malignant neoplasms,16.0,107821.0
