year,state,age_group,gender,race,deaths,population,crude_rate
2015.0,North Carolina,1-4 years,Male,White,61.0,163255,37.4
2015.0,North Carolina,5-14 years,Female,White,39.0,431100,9.0
2015.0,North Carolina,5-14 years,Male,Black or African American,36.0,170830,21.1
2015.0,North Carolina,5-14 years,Male,White,69.0,451881,15.3
2015.0,North Carolina,15-24 years,Female,Black or African American,99.0,183142,54.1
2015.0,North Carolina,15-24 years,Female,White,188.0,446313,42.1
2015.0,North Carolina,15-24 years,Male,Black or African American,221.0,186620,118.4
2015.0,North Carolina,15-24 years,Male,White,433.0,492769,87.9
2015.0,North Carolina,25-34 years,Female,Black or African American,136.0,165750,82.1
2015.0,North Carolina,25-34 years,Female,White,351.0,456401,76.9
2015.0,North Carolina,25-34 years,Male,Black or African American,330.0,147338,224.0
2015.0,North Carolina,25-34 years,Male,White,726.0,457425,158.7
2015.0,North Carolina,35-44 years,Female,American Indian or Alaska Native,25.0,11957,209.1
2015.0,North Carolina,35-44 years,Female,Black or African American,291.0,160818,180.9
2015.0,North Carolina,35-44 years,Female,White,654.0,462135,141.5
2015.0,North Carolina,35-44 years,Male,American Indian or Alaska Native,37.0,11980,308.8
2015.0,North Carolina,35-44 years,Male,Black or African American,453.0,133083,340.4
2015.0,North Carolina,35-44 years,Male,White,1027.0,461045,222.8
2015.0,North Carolina,45-54 years,Female,American Indian or Alaska Native,49.0,10268,477.2
2015.0,North Carolina,45-54 years,Female,Asian or Pacific Islander,26.0,19726,131.8
2015.0,North Carolina,45-54 years,Female,Black or African American,751.0,164483,456.6
2015.0,North Carolina,45-54 years,Female,White,1671.0,509364,328.1
2015.0,North Carolina,45-54 years,Male,American Indian or Alaska Native,41.0,10056,407.7
2015.0,North Carolina,45-54 years,Male,Asian or Pacific Islander,44.0,18219,241.5
2015.0,North Carolina,45-54 years,Male,Black or African American,961.0,138107,695.8
2015.0,North Carolina,45-54 years,Male,White,2557.0,502191,509.2
2015.0,North Carolina,55-64 years,Female,American Indian or Alaska Native,66.0,8659,762.2
2015.0,North Carolina,55-64 years,Female,Asian or Pacific Islander,26.0,13844,187.8
2015.0,North Carolina,55-64 years,Female,Black or African American,1410.0,148584,949.0
2015.0,North Carolina,55-64 years,Female,White,3343.0,497870,671.5
2015.0,North Carolina,55-64 years,Male,American Indian or Alaska Native,102.0,7840,1301.0
2015.0,North Carolina,55-64 years,Male,Asian or Pacific Islander,47.0,11287,416.4
2015.0,North Carolina,55-64 years,Male,Black or African American,2001.0,120857,1655.7
2015.0,North Carolina,55-64 years,Male,White,5228.0,461559,1132.7
2015.0,North Carolina,65-74 years,Female,American Indian or Alaska Native,91.0,5196,1751.3
2015.0,North Carolina,65-74 years,Female,Asian or Pacific Islander,57.0,7926,719.2
2015.0,North Carolina,65-74 years,Female,Black or African American,1703.0,89329,1906.4
2015.0,North Carolina,65-74 years,Female,White,5879.0,384284,1529.9
2015.0,North Carolina,65-74 years,Male,American Indian or Alaska Native,112.0,4647,2410.2
2015.0,North Carolina,65-74 years,Male,Asian or Pacific Islander,61.0,6348,960.9
2015.0,North Carolina,65-74 years,Male,Black or African American,2130.0,67435,3158.6
2015.0,North Carolina,65-74 years,Male,White,7681.0,340261,2257.4
2015.0,North Carolina,75-84 years,Female,American Indian or Alaska Native,102.0,2235,4563.8
2015.0,North Carolina,75-84 years,Female,Asian or Pacific Islander,77.0,3196,2409.3
2015.0,North Carolina,75-84 years,Female,Black or African American,1894.0,42586,4447.5
2015.0,North Carolina,75-84 years,Female,White,8741.0,204054,4283.7
2015.0,North Carolina,75-84 years,Male,American Indian or Alaska Native,76.0,1510,5033.1
2015.0,North Carolina,75-84 years,Male,Asian or Pacific Islander,80.0,2405,3326.4
2015.0,North Carolina,75-84 years,Male,Black or African American,1732.0,25365,6828.3
2015.0,North Carolina,75-84 years,Male,White,8924.0,155003,5757.3
2015.0,North Carolina,85+ years,Female,American Indian or Alaska Native,80.0,801,9987.5
2015.0,North Carolina,85+ years,Female,Asian or Pacific Islander,88.0,986,8924.9
2015.0,North Carolina,85+ years,Female,Black or African American,2517.0,19281,13054.3
2015.0,North Carolina,85+ years,Female,White,13727.0,96721,14192.4
2015.0,North Carolina,85+ years,Male,American Indian or Alaska Native,53.0,348,15229.9
2015.0,North Carolina,85+ years,Male,Asian or Pacific Islander,52.0,529,9829.9
2015.0,North Carolina,85+ years,Male,Black or African American,1034.0,7112,14538.8
2015.0,North Carolina,85+ years,Male,White,7638.0,49266,15503.6
2015.0,North Dakota,< 1 year,Female,White,23.0,4646,495.0
2015.0,North Dakota,< 1 year,Male,White,36.0,4861,740.6
2015.0,North Dakota,15-24 years,Male,White,37.0,56202,65.8
2015.0,North Dakota,25-34 years,Female,White,43.0,44852,95.9
2015.0,North Dakota,25-34 years,Male,White,82.0,53778,152.5
2015.0,North Dakota,35-44 years,Female,White,40.0,35677,112.1
2015.0,North Dakota,35-44 years,Male,White,101.0,40153,251.5
2015.0,North Dakota,45-54 years,Female,White,115.0,39412,291.8
2015.0,North Dakota,45-54 years,Male,American Indian or Alaska Native,26.0,2131,1220.1
2015.0,North Dakota,45-54 years,Male,White,170.0,41623,408.4
2015.0,North Dakota,55-64 years,Female,American Indian or Alaska Native,27.0,1794,1505.0
2015.0,North Dakota,55-64 years,Female,White,243.0,43666,556.5
2015.0,North Dakota,55-64 years,Male,American Indian or Alaska Native,38.0,1514,2509.9
2015.0,North Dakota,55-64 years,Male,White,404.0,45616,885.7
2015.0,North Dakota,65-74 years,Female,American Indian or Alaska Native,23.0,880,2613.6
2015.0,North Dakota,65-74 years,Female,White,346.0,27171,1273.4
2015.0,North Dakota,65-74 years,Male,American Indian or Alaska Native,32.0,679,4712.8
2015.0,North Dakota,65-74 years,Male,White,530.0,27067,1958.1
2015.0,North Dakota,75-84 years,Female,White,698.0,17980,3882.1
2015.0,North Dakota,75-84 years,Male,American Indian or Alaska Native,20.0,274,7299.3
2015.0,North Dakota,75-84 years,Male,White,729.0,13741,5305.3
2015.0,North Dakota,85+ years,Female,White,1349.0,11721,11509.3
2015.0,North Dakota,85+ years,Male,White,872.0,6109,14274.0
2015.0,Ohio,< 1 year,Female,Black or African American,169.0,12328,1370.9
2015.0,Ohio,< 1 year,Female,White,264.0,53405,494.3
2015.0,Ohio,< 1 year,Male,Black or African American,197.0,12843,1533.9
2015.0,Ohio,< 1 year,Male,White,361.0,56123,643.2
2015.0,Ohio,1-4 years,Female,White,32.0,209944,15.2
2015.0,Ohio,1-4 years,Male,Black or African American,23.0,53567,42.9
2015.0,Ohio,1-4 years,Male,White,64.0,221258,28.9
2015.0,Ohio,5-14 years,Female,White,70.0,569346,12.3
2015.0,Ohio,5-14 years,Male,Black or African American,28.0,130368,21.5
2015.0,Ohio,5-14 years,Male,White,82.0,598020,13.7
2015.0,Ohio,15-24 years,Female,Black or African American,57.0,128525,44.3
2015.0,Ohio,15-24 years,Female,White,263.0,609645,43.1
2015.0,Ohio,15-24 years,Male,Black or African American,222.0,132671,167.3
2015.0,Ohio,15-24 years,Male,White,644.0,632819,101.8
2015.0,Ohio,25-34 years,Female,Black or African American,121.0,113083,107.0
2015.0,Ohio,25-34 years,Female,White,601.0,600349,100.1
2015.0,Ohio,25-34 years,Male,Black or African American,311.0,104514,297.6
2015.0,Ohio,25-34 years,Male,White,1263.0,613001,206.0
2015.0,Ohio,35-44 years,Female,Black or African American,222.0,97650,227.3
2015.0,Ohio,35-44 years,Female,White,1003.0,580068,172.9
2015.0,Ohio,35-44 years,Male,Black or African American,350.0,87949,398.0
2015.0,Ohio,35-44 years,Male,White,1583.0,581423,272.3
2015.0,Ohio,45-54 years,Female,Asian or Pacific Islander,24.0,17277,138.9
2015.0,Ohio,45-54 years,Female,Black or African American,502.0,97761,513.5
2015.0,Ohio,45-54 years,Female,White,2495.0,680820,366.5
2015.0,Ohio,45-54 years,Male,Asian or Pacific Islander,24.0,15523,154.6
2015.0,Ohio,45-54 years,Male,Black or African American,632.0,88723,712.3
2015.0,Ohio,45-54 years,Male,White,3797.0,671171,565.7
2015.0,Ohio,55-64 years,Female,Asian or Pacific Islander,38.0,12486,304.3
2015.0,Ohio,55-64 years,Female,Black or African American,1005.0,94054,1068.5
2015.0,Ohio,55-64 years,Female,White,5174.0,712881,725.8
2015.0,Ohio,55-64 years,Male,Asian or Pacific Islander,44.0,10318,426.4
2015.0,Ohio,55-64 years,Male,Black or African American,1328.0,80410,1651.5
2015.0,Ohio,55-64 years,Male,White,7928.0,679934,1166.0
2015.0,Ohio,65-74 years,Female,Asian or Pacific Islander,57.0,7942,717.7
2015.0,Ohio,65-74 years,Female,Black or African American,1162.0,55027,2111.7
2015.0,Ohio,65-74 years,Female,White,8264.0,493180,1675.7
2015.0,Ohio,65-74 years,Male,Asian or Pacific Islander,66.0,6230,1059.4
2015.0,Ohio,65-74 years,Male,Black or African American,1400.0,41094,3406.8
2015.0,Ohio,65-74 years,Male,White,10455.0,438522,2384.1
2015.0,Ohio,75-84 years,Female,Asian or Pacific Islander,74.0,3247,2279.0
2015.0,Ohio,75-84 years,Female,Black or African American,1398.0,29817,4688.6
2015.0,Ohio,75-84 years,Female,White,12781.0,281346,4542.8
2015.0,Ohio,75-84 years,Male,Asian or Pacific Islander,76.0,2675,2841.1
2015.0,Ohio,75-84 years,Male,Black or African American,1230.0,18737,6564.6
2015.0,Ohio,75-84 years,Male,White,12646.0,208364,6069.2
2015.0,Ohio,85+ years,Female,Asian or Pacific Islander,89.0,1095,8127.9
2015.0,Ohio,85+ years,Female,Black or African American,1741.0,13858,12563.1
2015.0,Ohio,85+ years,Female,White,21991.0,153014,14371.9
2015.0,Ohio,85+ years,Male,Asian or Pacific Islander,49.0,641,7644.3
2015.0,Ohio,85+ years,Male,Black or African American,869.0,6189,14041.0
2015.0,Ohio,85+ years,Male,White,12738.0,77826,16367.3
2015.0,Oklahoma,< 1 year,Female,American Indian or Alaska Native,31.0,3350,925.4
2015.0,Oklahoma,< 1 year,Female,Black or African American,26.0,3422,759.8
2015.0,Oklahoma,< 1 year,Female,White,102.0,18674,546.2
2015.0,Oklahoma,< 1 year,Male,American Indian or Alaska Native,37.0,3493,1059.3
2015.0,Oklahoma,< 1 year,Male,Black or African American,45.0,3556,1265.5
2015.0,Oklahoma,< 1 year,Male,White,134.0,19641,682.2
2015.0,Oklahoma,1-4 years,Female,White,23.0,74755,30.8
2015.0,Oklahoma,1-4 years,Male,White,39.0,78363,49.8
2015.0,Oklahoma,5-14 years,Female,White,33.0,188119,17.5
2015.0,Oklahoma,5-14 years,Male,White,48.0,196891,24.4
2015.0,Oklahoma,15-24 years,Female,American Indian or Alaska Native,20.0,35438,56.4
2015.0,Oklahoma,15-24 years,Female,White,98.0,190834,51.4
2015.0,Oklahoma,15-24 years,Male,American Indian or Alaska Native,40.0,36452,109.7
2015.0,Oklahoma,15-24 years,Male,Black or African American,43.0,32329,133.0
2015.0,Oklahoma,15-24 years,Male,White,243.0,204794,118.7
2015.0,Oklahoma,25-34 years,Female,American Indian or Alaska Native,52.0,29201,178.1
2015.0,Oklahoma,25-34 years,Female,Black or African American,35.0,25102,139.4
2015.0,Oklahoma,25-34 years,Female,White,187.0,203028,92.1
2015.0,Oklahoma,25-34 years,Male,American Indian or Alaska Native,78.0,29264,266.5
2015.0,Oklahoma,25-34 years,Male,Black or African American,89.0,26172,340.1
2015.0,Oklahoma,25-34 years,Male,White,380.0,208680,182.1
2015.0,Oklahoma,35-44 years,Female,American Indian or Alaska Native,63.0,24829,253.7
2015.0,Oklahoma,35-44 years,Female,Black or African American,57.0,20337,280.3
2015.0,Oklahoma,35-44 years,Female,White,365.0,183389,199.0
2015.0,Oklahoma,35-44 years,Male,American Indian or Alaska Native,101.0,24784,407.5
2015.0,Oklahoma,35-44 years,Male,Black or African American,99.0,20398,485.3
2015.0,Oklahoma,35-44 years,Male,White,557.0,187087,297.7
2015.0,Oklahoma,45-54 years,Female,American Indian or Alaska Native,136.0,22950,592.6
2015.0,Oklahoma,45-54 years,Female,Black or African American,98.0,18880,519.1
2015.0,Oklahoma,45-54 years,Female,White,918.0,195370,469.9
2015.0,Oklahoma,45-54 years,Male,American Indian or Alaska Native,238.0,21766,1093.4
2015.0,Oklahoma,45-54 years,Male,Black or African American,151.0,18605,811.6
2015.0,Oklahoma,45-54 years,Male,White,1301.0,194862,667.7
2015.0,Oklahoma,55-64 years,Female,American Indian or Alaska Native,226.0,20518,1101.5
2015.0,Oklahoma,55-64 years,Female,Black or African American,210.0,17729,1184.5
2015.0,Oklahoma,55-64 years,Female,White,1914.0,206721,925.9
2015.0,Oklahoma,55-64 years,Male,American Indian or Alaska Native,375.0,18145,2066.7
2015.0,Oklahoma,55-64 years,Male,Black or African American,350.0,16218,2158.1
2015.0,Oklahoma,55-64 years,Male,White,2855.0,195685,1459.0
2015.0,Oklahoma,65-74 years,Female,American Indian or Alaska Native,277.0,12151,2279.6
2015.0,Oklahoma,65-74 years,Female,Asian or Pacific Islander,20.0,2784,718.4
2015.0,Oklahoma,65-74 years,Female,Black or African American,208.0,9737,2136.2
2015.0,Oklahoma,65-74 years,Female,White,2852.0,151829,1878.4
2015.0,Oklahoma,65-74 years,Male,American Indian or Alaska Native,350.0,10413,3361.2
2015.0,Oklahoma,65-74 years,Male,Asian or Pacific Islander,20.0,1922,1040.6
2015.0,Oklahoma,65-74 years,Male,Black or African American,273.0,7976,3422.8
2015.0,Oklahoma,65-74 years,Male,White,3738.0,135365,2761.4
2015.0,Oklahoma,75-84 years,Female,American Indian or Alaska Native,277.0,5500,5036.4
2015.0,Oklahoma,75-84 years,Female,Asian or Pacific Islander,43.0,1179,3647.2
2015.0,Oklahoma,75-84 years,Female,Black or African American,250.0,4654,5371.7
2015.0,Oklahoma,75-84 years,Female,White,4149.0,87286,4753.3
2015.0,Oklahoma,75-84 years,Male,American Indian or Alaska Native,305.0,3968,7686.5
2015.0,Oklahoma,75-84 years,Male,Asian or Pacific Islander,29.0,727,3989.0
2015.0,Oklahoma,75-84 years,Male,Black or African American,212.0,3189,6647.9
2015.0,Oklahoma,75-84 years,Male,White,4286.0,68121,6291.7
2015.0,Oklahoma,85+ years,Female,American Indian or Alaska Native,271.0,1829,14816.8
2015.0,Oklahoma,85+ years,Female,Asian or Pacific Islander,41.0,331,12386.7
2015.0,Oklahoma,85+ years,Female,Black or African American,220.0,1930,11399.0
2015.0,Oklahoma,85+ years,Female,White,5762.0,40796,14123.9
2015.0,Oklahoma,85+ years,Male,American Indian or Alaska Native,170.0,1008,16865.1
2015.0,Oklahoma,85+ years,Male,Black or African American,143.0,872,16399.1
2015.0,Oklahoma,85+ years,Male,White,3546.0,22483,15771.9
2015.0,Oregon,< 1 year,Female,White,80.0,19488,410.5
2015.0,Oregon,< 1 year,Male,White,112.0,20389,549.3
2015.0,Oregon,5-14 years,Male,White,30.0,215687,13.9
2015.0,Oregon,15-24 years,Female,White,70.0,217845,32.1
2015.0,Oregon,15-24 years,Male,White,199.0,225987,88.1
2015.0,Oregon,25-34 years,Female,White,144.0,242150,59.5
2015.0,Oregon,25-34 years,Male,White,304.0,246398,123.4
2015.0,Oregon,35-44 years,Female,White,282.0,227512,123.9
2015.0,Oregon,35-44 years,Male,Black or African American,26.0,7863,330.7
2015.0,Oregon,35-44 years,Male,White,481.0,235229,204.5
2015.0,Oregon,45-54 years,Female,American Indian or Alaska Native,21.0,5237,401.0
2015.0,Oregon,45-54 years,Female,Asian or Pacific Islander,25.0,15816,158.1
2015.0,Oregon,45-54 years,Female,White,720.0,232284,310.0
2015.0,Oregon,45-54 years,Male,American Indian or Alaska Native,34.0,5373,632.8
2015.0,Oregon,45-54 years,Male,Asian or Pacific Islander,24.0,12937,185.5
2015.0,Oregon,45-54 years,Male,Black or African American,36.0,6567,548.2
2015.0,Oregon,45-54 years,Male,White,1091.0,232022,470.2
2015.0,Oregon,55-64 years,Female,American Indian or Alaska Native,40.0,4649,860.4
2015.0,Oregon,55-64 years,Female,Asian or Pacific Islander,36.0,11684,308.1
2015.0,Oregon,55-64 years,Female,Black or African American,41.0,4175,982.0
2015.0,Oregon,55-64 years,Female,White,1679.0,262166,640.4
2015.0,Oregon,55-64 years,Male,American Indian or Alaska Native,38.0,4169,911.5
2015.0,Oregon,55-64 years,Male,Asian or Pacific Islander,49.0,9188,533.3
2015.0,Oregon,55-64 years,Male,Black or African American,61.0,5099,1196.3
2015.0,Oregon,55-64 years,Male,White,2588.0,243998,1060.7
2015.0,Oregon,65-74 years,Female,American Indian or Alaska Native,38.0,2447,1552.9
2015.0,Oregon,65-74 years,Female,Asian or Pacific Islander,52.0,6740,771.5
2015.0,Oregon,65-74 years,Female,Black or African American,39.0,2293,1700.8
2015.0,Oregon,65-74 years,Female,White,2747.0,194570,1411.8
2015.0,Oregon,65-74 years,Male,American Indian or Alaska Native,55.0,2318,2372.7
2015.0,Oregon,65-74 years,Male,Asian or Pacific Islander,57.0,5121,1113.1
2015.0,Oregon,65-74 years,Male,Black or African American,68.0,2340,2906.0
2015.0,Oregon,65-74 years,Male,White,3704.0,179277,2066.1
2015.0,Oregon,75-84 years,Female,American Indian or Alaska Native,40.0,933,4287.2
2015.0,Oregon,75-84 years,Female,Asian or Pacific Islander,63.0,3066,2054.8
2015.0,Oregon,75-84 years,Female,Black or African American,48.0,1069,4490.2
2015.0,Oregon,75-84 years,Female,White,3904.0,94269,4141.3
2015.0,Oregon,75-84 years,Male,American Indian or Alaska Native,40.0,801,4993.8
2015.0,Oregon,75-84 years,Male,Asian or Pacific Islander,79.0,2174,3633.9
2015.0,Oregon,75-84 years,Male,Black or African American,47.0,823,5710.8
2015.0,Oregon,75-84 years,Male,White,4105.0,78306,5242.3
2015.0,Oregon,85+ years,Female,American Indian or Alaska Native,34.0,294,11564.6
2015.0,Oregon,85+ years,Female,Asian or Pacific Islander,138.0,1357,10169.5
2015.0,Oregon,85+ years,Female,Black or African American,50.0,451,11086.5
2015.0,Oregon,85+ years,Female,White,7296.0,51842,14073.5
2015.0,Oregon,85+ years,Male,Asian or Pacific Islander,71.0,742,9568.7
2015.0,Oregon,85+ years,Male,Black or African American,20.0,246,8130.1
2015.0,Oregon,85+ years,Male,White,4533.0,29198,15525.0
2015.0,Pennsylvania,< 1 year,Female,Black or African American,140.0,11435,1224.3
2015.0,Pennsylvania,< 1 year,Female,White,254.0,54443,466.5
2015.0,Pennsylvania,< 1 year,Male,Black or African American,135.0,12019,1123.2
2015.0,Pennsylvania,< 1 year,Male,White,312.0,57222,545.2
2015.0,Pennsylvania,1-4 years,Female,White,47.0,213468,22.0
2015.0,Pennsylvania,1-4 years,Male,White,41.0,224168,18.3
2015.0,Pennsylvania,5-14 years,Female,White,63.0,576522,10.9
2015.0,Pennsylvania,5-14 years,Male,Black or African American,24.0,123732,19.4
2015.0,Pennsylvania,5-14 years,Male,White,72.0,606054,11.9
2015.0,Pennsylvania,15-24 years,Female,Black or African American,40.0,131358,30.5
